origin,destination,carrier,month,day_of_week,port_congestion,weather_severity,is_holiday_season,is_monsoon,base_transit_days,delay_days
Guangzhou,Kolkata,ups,9,3,0.742,0.51,0,1,14,0.0
Shanghai,Mumbai,fedex,8,0,0.025,0.723,0,1,18,0.0
Hamburg,Kolkata,fedex,3,2,0.128,0.903,0,0,25,6.2
Rotterdam,Mumbai,fedex,4,1,0.785,0.093,0,0,22,4.5
Rotterdam,Mumbai,ups,12,3,0.83,0.956,1,0,22,2.2
Rotterdam,Mumbai,fedex,9,5,0.709,0.215,0,1,22,7.8
Singapore,Chennai,dhl,12,5,0.179,0.338,1,0,10,3.5
Guangzhou,Kolkata,maersk,2,1,0.029,0.605,0,0,14,0.0
Guangzhou,Kolkata,msc,7,2,0.867,0.747,0,1,14,7.2
Shanghai,Kolkata,dhl,8,0,0.441,0.065,0,1,16,6.4
Dubai,Mumbai,ups,8,3,0.559,0.904,0,1,7,3.3
Guangzhou,Kolkata,fedex,4,2,0.335,0.608,0,0,14,1.7
Guangzhou,Kolkata,maersk,12,4,0.18,0.468,1,0,14,10.6
Hamburg,Kolkata,maersk,4,0,0.49,0.763,0,0,25,1.2
Colombo,Mumbai,cma_cgm,3,2,0.892,0.47,0,0,5,4.7
Colombo,Mumbai,cma_cgm,5,4,0.704,0.651,0,0,5,5.7
Shanghai,Mumbai,msc,1,5,0.449,0.063,1,0,18,12.5
Shanghai,Mumbai,fedex,3,1,0.388,0.171,0,0,18,0.6
Dubai,Mumbai,maersk,7,2,0.515,0.171,0,1,7,6.2
Hamburg,Kolkata,msc,6,3,0.703,0.291,0,1,25,8.2
Singapore,Chennai,maersk,7,4,0.09,0.959,0,1,10,6.1
Dubai,Mumbai,msc,6,2,0.275,0.807,0,1,7,6.4
Rotterdam,Mumbai,ups,6,1,0.85,0.846,0,1,22,11.6
Hamburg,Kolkata,ups,5,1,0.51,0.38,0,0,25,0.0
Shanghai,Mumbai,msc,3,3,0.35,0.452,0,0,18,4.6
Colombo,Mumbai,dhl,3,4,0.473,0.63,0,0,5,4.1
Guangzhou,Kolkata,cma_cgm,11,1,0.309,0.117,1,0,14,3.2
Dubai,Mumbai,ups,8,0,0.862,0.961,0,1,7,6.0
Hamburg,Kolkata,ups,3,3,0.022,0.641,0,0,25,0.0
Rotterdam,Mumbai,ups,9,3,0.416,0.18,0,1,22,0.4
Hamburg,Kolkata,dhl,8,5,0.242,0.278,0,1,25,4.2
Dubai,Mumbai,ups,9,6,0.643,0.382,0,1,7,6.2
Shanghai,Mumbai,ups,7,4,0.901,0.27,0,1,18,3.8
Dubai,Mumbai,maersk,6,6,0.22,0.282,0,1,7,0.3
Singapore,Chennai,msc,8,2,0.705,0.085,0,1,10,7.9
Shanghai,Kolkata,ups,6,4,0.248,0.928,0,1,16,8.0
Shanghai,Kolkata,msc,11,3,0.137,0.764,1,0,16,3.7
Guangzhou,Kolkata,msc,8,4,0.139,0.022,0,1,14,5.0
Dubai,Mumbai,msc,3,6,0.609,0.927,0,0,7,7.6
Hamburg,Kolkata,ups,1,4,0.36,0.968,1,0,25,11.7
Shanghai,Mumbai,ups,3,1,0.452,0.857,0,0,18,1.3
Dubai,Mumbai,msc,5,4,0.452,0.424,0,0,7,0.0
Rotterdam,Mumbai,ups,6,6,0.537,0.023,0,1,22,10.8
Shanghai,Kolkata,ups,8,0,0.91,0.018,0,1,16,4.1
Shanghai,Mumbai,maersk,9,4,0.541,0.324,0,1,18,9.0
Colombo,Mumbai,msc,5,5,0.804,0.659,0,0,5,5.3
Shanghai,Kolkata,msc,6,3,0.803,0.846,0,1,16,6.9
Shanghai,Mumbai,ups,10,3,0.563,0.357,0,0,18,4.3
Singapore,Chennai,maersk,7,4,0.664,0.419,0,1,10,4.2
Rotterdam,Mumbai,fedex,4,4,0.315,0.202,0,0,22,6.1
Singapore,Chennai,dhl,6,5,0.287,0.269,0,1,10,0.8
Rotterdam,Mumbai,dhl,4,3,0.27,0.768,0,0,22,4.7
Shanghai,Mumbai,msc,1,0,0.47,0.874,1,0,18,6.7
Shanghai,Kolkata,maersk,3,3,0.01,0.403,0,0,16,6.1
Shanghai,Kolkata,ups,11,4,0.543,0.53,1,0,16,5.9
Dubai,Mumbai,fedex,5,6,0.753,0.823,0,0,7,0.1
Colombo,Mumbai,msc,9,5,0.687,0.25,0,1,5,6.4
Shanghai,Kolkata,ups,5,0,0.572,0.903,0,0,16,4.9
Hamburg,Kolkata,cma_cgm,12,1,0.098,0.015,1,0,25,3.1
Dubai,Mumbai,fedex,4,3,0.604,0.277,0,0,7,0.0
Singapore,Chennai,fedex,7,2,0.467,0.24,0,1,10,3.8
Rotterdam,Mumbai,cma_cgm,3,2,0.556,0.947,0,0,22,9.5
Dubai,Mumbai,maersk,10,2,0.379,0.418,0,0,7,7.1
Shanghai,Mumbai,fedex,8,4,0.927,0.589,0,1,18,13.4
Guangzhou,Kolkata,msc,5,2,0.768,0.961,0,0,14,2.8
Shanghai,Mumbai,ups,4,3,0.204,0.156,0,0,18,0.9
Rotterdam,Mumbai,fedex,3,2,0.412,0.036,0,0,22,16.3
Guangzhou,Kolkata,maersk,6,4,0.177,0.252,0,1,14,2.9
Hamburg,Kolkata,maersk,12,1,0.136,0.498,1,0,25,0.0
Singapore,Chennai,dhl,12,2,0.144,0.009,1,0,10,1.2
Rotterdam,Mumbai,maersk,11,6,0.395,0.687,1,0,22,14.5
Shanghai,Kolkata,ups,7,1,0.524,0.024,0,1,16,0.4
Shanghai,Mumbai,msc,2,2,0.293,0.006,0,0,18,0.0
Colombo,Mumbai,msc,12,2,0.459,0.35,1,0,5,5.2
Hamburg,Kolkata,cma_cgm,9,0,0.263,0.504,0,1,25,4.3
Hamburg,Kolkata,maersk,8,4,0.806,0.289,0,1,25,16.0
Guangzhou,Kolkata,ups,3,1,0.847,0.064,0,0,14,6.8
Singapore,Chennai,dhl,12,3,0.724,0.404,1,0,10,7.3
Singapore,Chennai,fedex,12,2,0.176,0.743,1,0,10,3.3
Colombo,Mumbai,dhl,7,5,0.391,0.08,0,1,5,1.1
Colombo,Mumbai,ups,5,6,0.599,0.419,0,0,5,2.4
Dubai,Mumbai,msc,9,3,0.761,0.481,0,1,7,6.1
Shanghai,Mumbai,maersk,2,3,0.196,0.251,0,0,18,0.1
Colombo,Mumbai,dhl,6,6,0.02,0.671,0,1,5,3.0
Singapore,Chennai,dhl,4,1,0.59,0.07,0,0,10,3.8
Shanghai,Kolkata,maersk,6,5,0.411,0.948,0,1,16,5.8
Rotterdam,Mumbai,fedex,5,0,0.279,0.772,0,0,22,7.8
Singapore,Chennai,fedex,5,4,0.436,0.452,0,0,10,1.3
Shanghai,Kolkata,ups,10,2,0.185,0.114,0,0,16,1.5
Colombo,Mumbai,cma_cgm,10,3,0.323,0.023,0,0,5,1.9
Singapore,Chennai,fedex,1,1,0.477,0.764,1,0,10,4.9
Guangzhou,Kolkata,cma_cgm,8,3,0.415,0.768,0,1,14,0.2
Colombo,Mumbai,fedex,12,4,0.605,0.087,1,0,5,4.4
Shanghai,Mumbai,msc,4,4,0.759,0.314,0,0,18,2.9
Colombo,Mumbai,maersk,7,4,0.627,0.301,0,1,5,4.9
Colombo,Mumbai,ups,6,0,0.583,0.062,0,1,5,2.7
Colombo,Mumbai,maersk,6,5,0.78,0.667,0,1,5,5.3
Colombo,Mumbai,cma_cgm,5,0,0.352,0.299,0,0,5,1.6
Singapore,Chennai,cma_cgm,9,1,0.019,0.732,0,1,10,4.0
Shanghai,Mumbai,ups,10,4,0.526,0.497,0,0,18,5.0
Shanghai,Mumbai,dhl,8,3,0.441,0.995,0,1,18,12.1
Hamburg,Kolkata,dhl,7,2,0.817,0.861,0,1,25,0.0
Hamburg,Kolkata,msc,11,5,0.833,0.201,1,0,25,17.7
Guangzhou,Kolkata,maersk,12,6,0.098,0.917,1,0,14,3.3
Guangzhou,Kolkata,maersk,11,2,0.793,0.915,1,0,14,8.7
Rotterdam,Mumbai,fedex,9,0,0.914,0.546,0,1,22,3.8
Singapore,Chennai,fedex,8,5,0.061,0.429,0,1,10,0.0
Hamburg,Kolkata,fedex,11,6,0.849,0.298,1,0,25,3.3
Singapore,Chennai,dhl,9,5,0.942,0.527,0,1,10,4.0
Hamburg,Kolkata,maersk,4,3,0.364,0.531,0,0,25,0.2
Hamburg,Kolkata,cma_cgm,8,3,0.554,0.986,0,1,25,11.5
Hamburg,Kolkata,cma_cgm,10,5,0.483,0.514,0,0,25,8.0
Colombo,Mumbai,msc,1,4,0.571,0.527,1,0,5,6.2
Colombo,Mumbai,dhl,6,2,0.594,0.594,0,1,5,4.1
Hamburg,Kolkata,dhl,7,5,0.98,0.394,0,1,25,2.0
Shanghai,Kolkata,cma_cgm,2,5,0.797,0.063,0,0,16,2.4
Colombo,Mumbai,dhl,2,3,0.462,0.39,0,0,5,2.9
Hamburg,Kolkata,ups,12,1,0.577,0.275,1,0,25,2.2
Rotterdam,Mumbai,fedex,7,5,0.339,0.323,0,1,22,8.0
Guangzhou,Kolkata,fedex,7,5,0.265,0.52,0,1,14,4.5
Shanghai,Mumbai,maersk,10,4,0.557,0.662,0,0,18,10.2
Hamburg,Kolkata,cma_cgm,11,6,0.116,0.596,1,0,25,7.8
Shanghai,Mumbai,cma_cgm,4,0,0.554,0.329,0,0,18,7.0
Singapore,Chennai,ups,11,0,0.649,0.637,1,0,10,8.4
Dubai,Mumbai,msc,12,6,0.376,0.943,1,0,7,6.9
Shanghai,Mumbai,ups,3,4,0.559,0.625,0,0,18,8.3
Shanghai,Kolkata,msc,5,4,0.791,0.374,0,0,16,2.9
Guangzhou,Kolkata,msc,1,0,0.852,0.559,1,0,14,7.6
Colombo,Mumbai,dhl,9,3,0.162,0.118,0,1,5,3.9
Shanghai,Mumbai,ups,11,5,0.104,0.813,1,0,18,1.7
Hamburg,Kolkata,maersk,7,1,0.273,0.872,0,1,25,0.0
Guangzhou,Kolkata,maersk,9,1,0.564,0.115,0,1,14,4.0
Shanghai,Kolkata,ups,7,1,0.282,0.244,0,1,16,1.8
Guangzhou,Kolkata,ups,2,5,0.846,0.736,0,0,14,4.8
Guangzhou,Kolkata,dhl,8,4,0.976,0.257,0,1,14,4.0
Guangzhou,Kolkata,ups,12,3,0.992,0.928,1,0,14,7.5
Colombo,Mumbai,maersk,2,5,0.315,0.576,0,0,5,2.2
Shanghai,Kolkata,maersk,7,6,0.853,0.775,0,1,16,4.9
Singapore,Chennai,cma_cgm,2,5,0.505,0.03,0,0,10,1.7
Hamburg,Kolkata,maersk,8,6,0.718,0.523,0,1,25,15.1
Shanghai,Kolkata,dhl,9,4,0.338,0.47,0,1,16,6.8
Guangzhou,Kolkata,ups,5,0,0.399,0.98,0,0,14,1.0
Colombo,Mumbai,maersk,5,3,0.071,0.488,0,0,5,1.9
Shanghai,Mumbai,msc,12,0,0.086,0.937,1,0,18,12.6
Singapore,Chennai,fedex,8,5,0.792,0.324,0,1,10,3.6
Guangzhou,Kolkata,dhl,1,5,0.223,0.717,1,0,14,5.1
Shanghai,Kolkata,fedex,12,6,0.239,0.042,1,0,16,5.8
Singapore,Chennai,maersk,11,6,0.862,0.889,1,0,10,11.8
Hamburg,Kolkata,cma_cgm,1,6,0.895,0.393,1,0,25,6.4
Dubai,Mumbai,fedex,8,6,0.951,0.245,0,1,7,6.5
Rotterdam,Mumbai,msc,7,5,0.269,0.777,0,1,22,14.8
Guangzhou,Kolkata,ups,11,1,0.939,0.534,1,0,14,8.5
Guangzhou,Kolkata,ups,10,1,0.17,0.633,0,0,14,2.6
Rotterdam,Mumbai,ups,2,1,0.785,0.185,0,0,22,0.0
Guangzhou,Kolkata,fedex,4,0,0.641,0.31,0,0,14,0.0
Shanghai,Mumbai,dhl,12,4,0.557,0.108,1,0,18,6.4
Hamburg,Kolkata,maersk,8,0,0.96,0.82,0,1,25,5.9
Shanghai,Mumbai,ups,5,3,0.271,0.855,0,0,18,3.7
Singapore,Chennai,cma_cgm,11,0,0.274,0.2,1,0,10,5.5
Colombo,Mumbai,ups,3,0,0.191,0.167,0,0,5,0.3
Guangzhou,Kolkata,dhl,8,1,0.459,0.992,0,1,14,2.6
Shanghai,Mumbai,dhl,4,3,0.555,0.843,0,0,18,0.0
Shanghai,Mumbai,cma_cgm,6,2,0.828,0.538,0,1,18,6.6
Guangzhou,Kolkata,msc,8,5,0.933,0.076,0,1,14,2.6
Guangzhou,Kolkata,maersk,6,2,0.375,0.242,0,1,14,8.2
Colombo,Mumbai,maersk,3,2,0.329,0.537,0,0,5,3.2
Dubai,Mumbai,cma_cgm,8,5,0.127,0.093,0,1,7,4.5
Colombo,Mumbai,msc,6,2,0.927,0.403,0,1,5,9.2
Hamburg,Kolkata,msc,11,0,0.12,0.099,1,0,25,0.0
Dubai,Mumbai,fedex,8,2,0.154,0.625,0,1,7,4.5
Colombo,Mumbai,msc,11,4,0.414,0.015,1,0,5,4.5
Singapore,Chennai,ups,2,6,0.489,0.45,0,0,10,5.1
Rotterdam,Mumbai,cma_cgm,9,2,0.042,0.634,0,1,22,0.0
Shanghai,Kolkata,cma_cgm,3,1,0.242,0.169,0,0,16,0.0
Shanghai,Mumbai,cma_cgm,4,6,0.772,0.435,0,0,18,0.6
Shanghai,Mumbai,maersk,11,4,0.957,0.318,1,0,18,4.9
Guangzhou,Kolkata,fedex,8,4,0.758,0.225,0,1,14,4.8
Shanghai,Mumbai,msc,6,4,0.513,0.825,0,1,18,6.5
Hamburg,Kolkata,dhl,10,0,0.732,0.611,0,0,25,1.5
Singapore,Chennai,fedex,2,0,0.565,0.949,0,0,10,6.3
Shanghai,Mumbai,ups,6,5,0.541,0.088,0,1,18,0.4
Colombo,Mumbai,ups,10,1,0.732,0.165,0,0,5,1.8
Dubai,Mumbai,msc,5,5,0.713,0.555,0,0,7,5.2
Dubai,Mumbai,dhl,8,2,0.356,0.25,0,1,7,4.6
Dubai,Mumbai,cma_cgm,2,4,0.429,0.182,0,0,7,1.4
Colombo,Mumbai,dhl,11,2,0.716,0.386,1,0,5,4.0
Rotterdam,Mumbai,ups,12,4,0.59,0.695,1,0,22,12.1
Dubai,Mumbai,dhl,9,2,0.058,0.998,0,1,7,1.1
Singapore,Chennai,dhl,9,4,0.396,0.407,0,1,10,0.4
Shanghai,Kolkata,dhl,10,3,0.705,0.513,0,0,16,4.4
Dubai,Mumbai,msc,6,1,0.687,0.52,0,1,7,5.5
Colombo,Mumbai,msc,12,2,0.803,0.809,1,0,5,8.8
Rotterdam,Mumbai,fedex,12,6,0.192,0.05,1,0,22,6.6
Hamburg,Kolkata,maersk,2,4,0.298,0.012,0,0,25,0.0
Dubai,Mumbai,dhl,7,6,0.376,0.535,0,1,7,3.0
Shanghai,Kolkata,ups,5,5,0.999,0.235,0,0,16,0.0
Dubai,Mumbai,cma_cgm,7,0,0.764,0.54,0,1,7,6.4
Dubai,Mumbai,fedex,3,2,0.842,0.011,0,0,7,0.9
Shanghai,Kolkata,fedex,1,5,0.096,0.297,1,0,16,3.1
Singapore,Chennai,dhl,6,0,0.053,0.059,0,1,10,0.1
Shanghai,Kolkata,ups,3,1,0.264,0.528,0,0,16,4.3
Shanghai,Kolkata,fedex,1,4,0.949,0.777,1,0,16,7.2
Dubai,Mumbai,ups,12,1,0.06,0.273,1,0,7,2.2
Shanghai,Mumbai,maersk,6,0,0.263,0.576,0,1,18,6.7
Singapore,Chennai,msc,6,5,0.715,0.171,0,1,10,5.0
Shanghai,Kolkata,cma_cgm,4,4,0.045,0.971,0,0,16,1.6
Guangzhou,Kolkata,fedex,5,5,0.319,0.449,0,0,14,0.0
Dubai,Mumbai,msc,12,1,0.38,0.871,1,0,7,6.8
Shanghai,Mumbai,dhl,2,1,0.662,0.448,0,0,18,0.0
Shanghai,Mumbai,dhl,3,4,0.909,0.512,0,0,18,0.0
Shanghai,Kolkata,cma_cgm,5,5,0.169,0.316,0,0,16,7.1
Shanghai,Kolkata,maersk,1,0,0.374,0.689,1,0,16,8.7
Dubai,Mumbai,msc,10,0,0.804,0.899,0,0,7,5.9
Colombo,Mumbai,ups,6,3,0.647,0.464,0,1,5,2.5
Shanghai,Kolkata,cma_cgm,2,2,0.956,0.215,0,0,16,10.0
Colombo,Mumbai,cma_cgm,12,0,0.378,0.464,1,0,5,5.2
Shanghai,Kolkata,cma_cgm,2,0,0.288,0.16,0,0,16,7.3
Shanghai,Kolkata,fedex,1,0,0.219,0.243,1,0,16,10.3
Rotterdam,Mumbai,fedex,1,5,0.395,0.322,1,0,22,7.0
Dubai,Mumbai,cma_cgm,5,1,0.461,0.891,0,0,7,4.5
Singapore,Chennai,fedex,5,0,0.949,0.078,0,0,10,3.3
Dubai,Mumbai,maersk,1,2,0.604,0.671,1,0,7,7.4
Shanghai,Mumbai,maersk,3,3,0.346,0.348,0,0,18,0.0
Shanghai,Kolkata,ups,7,6,0.033,0.47,0,1,16,1.2
Colombo,Mumbai,maersk,1,2,0.338,0.31,1,0,5,3.1
Guangzhou,Kolkata,ups,2,4,0.882,0.839,0,0,14,7.6
Shanghai,Mumbai,msc,5,5,0.379,0.34,0,0,18,6.4
Colombo,Mumbai,dhl,11,6,0.402,0.102,1,0,5,3.6
Guangzhou,Kolkata,dhl,12,5,0.337,0.718,1,0,14,2.1
Hamburg,Kolkata,maersk,9,2,0.134,0.944,0,1,25,0.0
Hamburg,Kolkata,msc,8,2,0.407,0.356,0,1,25,4.9
Colombo,Mumbai,cma_cgm,2,0,0.708,0.153,0,0,5,5.2
Hamburg,Kolkata,fedex,5,5,0.055,0.187,0,0,25,0.6
Colombo,Mumbai,ups,6,1,0.49,0.358,0,1,5,4.9
Shanghai,Kolkata,fedex,4,2,0.244,0.153,0,0,16,0.7
Rotterdam,Mumbai,msc,7,2,0.972,0.85,0,1,22,13.6
Rotterdam,Mumbai,cma_cgm,6,1,0.722,0.19,0,1,22,1.6
Colombo,Mumbai,dhl,5,2,0.563,0.803,0,0,5,3.3
Colombo,Mumbai,cma_cgm,1,2,0.995,0.957,1,0,5,9.0
Guangzhou,Kolkata,maersk,7,1,0.199,0.936,0,1,14,7.3
Rotterdam,Mumbai,fedex,3,1,0.792,0.193,0,0,22,0.0
Shanghai,Kolkata,cma_cgm,2,4,0.416,0.833,0,0,16,4.8
Rotterdam,Mumbai,ups,5,4,0.287,0.162,0,0,22,0.0
Rotterdam,Mumbai,fedex,10,4,0.196,0.642,0,0,22,0.0
Guangzhou,Kolkata,cma_cgm,5,0,0.255,0.263,0,0,14,4.3
Rotterdam,Mumbai,maersk,3,5,0.698,0.388,0,0,22,0.0
Guangzhou,Kolkata,cma_cgm,5,3,0.58,0.948,0,0,14,4.9
Guangzhou,Kolkata,ups,1,3,0.313,0.82,1,0,14,2.4
Rotterdam,Mumbai,maersk,10,1,0.286,0.298,0,0,22,7.8
Shanghai,Mumbai,maersk,3,4,0.319,0.767,0,0,18,1.8
Guangzhou,Kolkata,maersk,3,3,0.744,0.532,0,0,14,6.3
Rotterdam,Mumbai,msc,4,2,0.912,0.502,0,0,22,8.6
Colombo,Mumbai,cma_cgm,12,0,0.865,0.5,1,0,5,6.7
Shanghai,Mumbai,cma_cgm,8,1,0.481,0.499,0,1,18,3.1
Rotterdam,Mumbai,maersk,4,6,0.17,0.718,0,0,22,1.5
Guangzhou,Kolkata,ups,8,5,0.163,0.337,0,1,14,7.3
Colombo,Mumbai,dhl,10,5,0.131,0.458,0,0,5,1.7
Colombo,Mumbai,cma_cgm,5,5,0.429,0.727,0,0,5,3.3
Dubai,Mumbai,ups,9,6,0.395,0.768,0,1,7,1.8
Shanghai,Kolkata,dhl,5,6,0.688,0.792,0,0,16,0.0
Shanghai,Kolkata,ups,9,6,0.841,0.647,0,1,16,9.4
Dubai,Mumbai,msc,6,3,0.248,0.08,0,1,7,2.1
Shanghai,Mumbai,dhl,9,4,0.925,0.147,0,1,18,4.0
Shanghai,Kolkata,cma_cgm,5,3,0.267,0.477,0,0,16,3.6
Shanghai,Mumbai,maersk,2,0,0.185,0.681,0,0,18,7.7
Hamburg,Kolkata,msc,5,3,0.615,0.365,0,0,25,21.8
Singapore,Chennai,dhl,10,3,0.938,0.542,0,0,10,3.9
Dubai,Mumbai,dhl,1,0,0.253,0.517,1,0,7,3.8
Guangzhou,Kolkata,ups,9,5,0.712,0.869,0,1,14,5.3
Dubai,Mumbai,msc,1,5,0.776,0.971,1,0,7,8.8
Guangzhou,Kolkata,cma_cgm,9,3,0.429,0.305,0,1,14,6.2
Guangzhou,Kolkata,maersk,9,3,0.661,0.032,0,1,14,0.2
Colombo,Mumbai,maersk,10,4,0.697,0.596,0,0,5,2.3
Singapore,Chennai,ups,10,4,0.679,0.198,0,0,10,1.6
Dubai,Mumbai,ups,4,2,0.476,0.537,0,0,7,4.2
Colombo,Mumbai,msc,1,4,0.996,0.119,1,0,5,8.2
Hamburg,Kolkata,ups,1,6,0.359,0.118,1,0,25,10.8
Shanghai,Kolkata,msc,12,0,0.815,0.085,1,0,16,5.2
Shanghai,Kolkata,maersk,9,1,0.043,0.904,0,1,16,9.1
Hamburg,Kolkata,cma_cgm,5,5,0.483,0.336,0,0,25,4.4
Shanghai,Kolkata,cma_cgm,5,4,0.366,0.56,0,0,16,5.7
Rotterdam,Mumbai,ups,8,2,0.286,0.517,0,1,22,10.1
Dubai,Mumbai,cma_cgm,6,1,0.262,0.496,0,1,7,7.0
Colombo,Mumbai,fedex,1,1,0.563,0.964,1,0,5,5.5
Colombo,Mumbai,maersk,10,6,0.804,0.184,0,0,5,5.1
Hamburg,Kolkata,fedex,11,3,0.748,0.794,1,0,25,0.4
Rotterdam,Mumbai,fedex,9,1,0.831,0.042,0,1,22,4.3
Dubai,Mumbai,msc,5,1,0.917,0.391,0,0,7,4.8
Guangzhou,Kolkata,dhl,6,3,0.169,0.03,0,1,14,3.7
Hamburg,Kolkata,maersk,9,1,0.938,0.123,0,1,25,4.4
Shanghai,Mumbai,msc,11,6,0.434,0.278,1,0,18,6.2
Rotterdam,Mumbai,dhl,10,2,0.092,0.445,0,0,22,5.7
Shanghai,Kolkata,dhl,9,6,0.311,0.568,0,1,16,3.0
Guangzhou,Kolkata,cma_cgm,9,4,0.083,0.824,0,1,14,5.6
Hamburg,Kolkata,dhl,12,4,0.08,0.837,1,0,25,0.0
Guangzhou,Kolkata,msc,2,1,0.569,0.928,0,0,14,4.3
Dubai,Mumbai,fedex,4,1,0.166,0.349,0,0,7,2.8
Rotterdam,Mumbai,dhl,4,2,0.588,0.571,0,0,22,7.0
Hamburg,Kolkata,fedex,2,5,0.362,0.738,0,0,25,0.0
Hamburg,Kolkata,ups,2,2,0.568,0.832,0,0,25,6.0
Shanghai,Kolkata,dhl,5,6,0.186,0.485,0,0,16,0.0
Singapore,Chennai,msc,6,6,0.953,0.608,0,1,10,9.9
Dubai,Mumbai,cma_cgm,7,0,0.583,0.948,0,1,7,8.1
Shanghai,Mumbai,dhl,8,0,0.947,0.397,0,1,18,5.4
Colombo,Mumbai,msc,2,4,0.914,0.751,0,0,5,5.8
Hamburg,Kolkata,dhl,3,3,0.054,0.763,0,0,25,4.0
Hamburg,Kolkata,msc,1,5,0.333,0.503,1,0,25,2.9
Hamburg,Kolkata,fedex,10,2,0.029,0.909,0,0,25,0.2
Colombo,Mumbai,fedex,11,6,0.702,0.279,1,0,5,3.7
Colombo,Mumbai,dhl,1,2,0.878,0.895,1,0,5,7.2
Shanghai,Mumbai,fedex,12,2,0.894,0.292,1,0,18,2.2
Rotterdam,Mumbai,dhl,12,0,0.225,0.558,1,0,22,4.2
Colombo,Mumbai,maersk,11,5,0.232,0.001,1,0,5,3.3
Rotterdam,Mumbai,ups,4,3,0.477,0.448,0,0,22,9.4
Colombo,Mumbai,cma_cgm,2,2,0.317,0.258,0,0,5,2.5
Colombo,Mumbai,maersk,6,3,0.752,0.504,0,1,5,5.5
Shanghai,Kolkata,maersk,5,1,0.636,0.304,0,0,16,2.8
Dubai,Mumbai,dhl,2,1,0.021,0.348,0,0,7,0.0
Colombo,Mumbai,cma_cgm,6,5,0.017,0.618,0,1,5,2.1
Colombo,Mumbai,msc,12,0,0.979,0.965,1,0,5,9.7
Shanghai,Kolkata,fedex,1,0,0.241,0.168,1,0,16,3.2
Rotterdam,Mumbai,dhl,6,3,0.223,0.261,0,1,22,4.0
Shanghai,Mumbai,maersk,3,1,0.168,0.263,0,0,18,0.0
Shanghai,Kolkata,dhl,2,5,0.916,0.958,0,0,16,5.0
Singapore,Chennai,maersk,2,0,0.683,0.644,0,0,10,4.9
Colombo,Mumbai,cma_cgm,9,3,0.435,0.201,0,1,5,4.0
Colombo,Mumbai,dhl,7,3,0.123,0.486,0,1,5,3.6
Hamburg,Kolkata,fedex,6,6,0.868,0.37,0,1,25,8.0
Singapore,Chennai,cma_cgm,12,1,0.519,0.858,1,0,10,8.2
Shanghai,Kolkata,ups,6,3,0.49,0.539,0,1,16,3.6
Colombo,Mumbai,msc,6,2,0.901,0.834,0,1,5,9.7
Singapore,Chennai,maersk,6,2,0.034,0.674,0,1,10,5.4
Shanghai,Kolkata,dhl,2,5,0.462,0.021,0,0,16,1.0
Hamburg,Kolkata,maersk,5,6,0.763,0.427,0,0,25,0.0
Colombo,Mumbai,cma_cgm,8,1,0.679,0.471,0,1,5,4.2
Colombo,Mumbai,msc,3,2,0.097,0.013,0,0,5,0.0
Shanghai,Mumbai,dhl,2,4,0.301,0.019,0,0,18,0.0
Dubai,Mumbai,msc,5,4,0.763,0.201,0,0,7,5.0
Dubai,Mumbai,fedex,3,2,0.172,0.305,0,0,7,0.0
Shanghai,Mumbai,maersk,7,6,0.028,0.629,0,1,18,1.5
Shanghai,Kolkata,dhl,6,6,0.119,0.57,0,1,16,2.9
Hamburg,Kolkata,ups,5,3,0.542,0.091,0,0,25,3.1
Shanghai,Kolkata,fedex,3,4,0.965,0.26,0,0,16,4.2
Shanghai,Mumbai,dhl,11,1,0.194,0.262,1,0,18,1.3
Singapore,Chennai,ups,5,2,0.648,0.452,0,0,10,1.4
Shanghai,Mumbai,maersk,7,3,0.274,0.506,0,1,18,0.0
Dubai,Mumbai,msc,3,5,0.51,0.13,0,0,7,2.3
Shanghai,Mumbai,fedex,2,4,0.253,0.04,0,0,18,1.8
Guangzhou,Kolkata,fedex,12,0,0.012,0.588,1,0,14,6.2
Dubai,Mumbai,dhl,4,4,0.68,0.669,0,0,7,3.6
Shanghai,Mumbai,maersk,6,3,0.042,0.471,0,1,18,0.0
Hamburg,Kolkata,cma_cgm,12,2,0.432,0.979,1,0,25,1.1
Rotterdam,Mumbai,dhl,11,3,0.48,0.624,1,0,22,2.4
Singapore,Chennai,fedex,10,6,0.456,0.749,0,0,10,5.1
Shanghai,Mumbai,ups,1,0,0.713,0.164,1,0,18,5.5
Shanghai,Kolkata,maersk,6,2,0.317,0.677,0,1,16,5.6
Guangzhou,Kolkata,ups,3,6,0.874,0.359,0,0,14,6.7
Guangzhou,Kolkata,maersk,12,6,0.908,0.309,1,0,14,3.9
Singapore,Chennai,fedex,9,0,0.953,0.054,0,1,10,5.7
Guangzhou,Kolkata,msc,5,6,0.79,0.423,0,0,14,10.3
Rotterdam,Mumbai,dhl,1,5,0.2,0.242,1,0,22,0.0
Shanghai,Kolkata,msc,5,1,0.712,0.58,0,0,16,3.4
Colombo,Mumbai,cma_cgm,2,2,0.166,0.786,0,0,5,2.3
Singapore,Chennai,cma_cgm,6,1,0.566,0.142,0,1,10,1.6
Guangzhou,Kolkata,msc,1,1,0.873,0.227,1,0,14,6.7
Colombo,Mumbai,msc,1,6,0.285,0.765,1,0,5,5.2
Shanghai,Mumbai,msc,9,2,0.623,0.653,0,1,18,3.8
Shanghai,Kolkata,cma_cgm,8,2,0.958,0.868,0,1,16,9.0
